District name,Category,Student group,2021-2022 student count - year to date,2021-2022 attendance rate - year to date,2020-2021 student count,2020-2021 attendance rate,2019-2020 student count,2019-2020 attendance rate,Coordinates
Regional School District 19,Free/Reduced Lunch,Free Meal Eligible,228,0.8852,260.0,0.9477,237.0,0.9487,"41.801978993, -72.244884024)"
Regional School District 19,Free/Reduced Lunch,Reduced Price Meal Eligible,60,0.9164,64.0,0.9733,53.0,0.9587,"41.801978993, -72.244884024)"
Regional School District 19,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,288,0.8916,324.0,0.9529,290.0,0.9506,"41.801978993, -72.244884024)"
Regional School District 19,Race/Ethnicity,All other races,85,0.9559,141.0,0.9775,167.0,0.9653,"41.801978993, -72.244884024)"
Regional School District 19,Race/Ethnicity,Black or African American,50,0.919,,,,,"41.801978993, -72.244884024)"
Regional School District 19,Race/Ethnicity,Hispanic/Latino of any race,127,0.8987,,,,,"41.801978993, -72.244884024)"
Regional School District 19,Race/Ethnicity,White,862,0.9346,834.0,0.9701,812.0,0.9616,"41.801978993, -72.244884024)"
Regional School District 19,High Needs,Students Without High Needs,725,0.9463,679.0,0.9801,709.0,0.9668,"41.801978993, -72.244884024)"
Regional School District 19,High Needs,Students With High Needs,388,0.9039,422.0,0.9548,392.0,0.9535,"41.801978993, -72.244884024)"
Goodwin University Educational Services (GUES),,All Students,933,0.8818,,,,,"41.749194, -72.643815005)"
Goodwin University Educational Services (GUES),Students With Disabilities,Students With Disabilities,158,0.8512,,,,,"41.749194, -72.643815005)"
Goodwin University Educational Services (GUES),Free/Reduced Lunch,Free Meal Eligible,534,0.8633,,,,,"41.749194, -72.643815005)"
Goodwin University Educational Services (GUES),Free/Reduced Lunch,Reduced Price Meal Eligible,129,0.8985,,,,,"41.749194, -72.643815005)"
Goodwin University Educational Services (GUES),Free/Reduced Lunch,Free/Reduced Price Meal Eligible,663,0.8701,,,,,"41.749194, -72.643815005)"
Goodwin University Educational Services (GUES),English Learners,English Learners,139,0.8608,,,,,"41.749194, -72.643815005)"
Goodwin University Educational Services (GUES),Race/Ethnicity,All other races,78,0.9087,,,,,"41.749194, -72.643815005)"
Goodwin University Educational Services (GUES),Race/Ethnicity,Black or African American,264,0.8886,,,,,"41.749194, -72.643815005)"
Goodwin University Educational Services (GUES),Race/Ethnicity,Hispanic/Latino of any race,460,0.8661,,,,,"41.749194, -72.643815005)"
Goodwin University Educational Services (GUES),Race/Ethnicity,White,131,0.9083,,,,,"41.749194, -72.643815005)"
Goodwin University Educational Services (GUES),High Needs,Students Without High Needs,232,0.9108,,,,,"41.749194, -72.643815005)"
Goodwin University Educational Services (GUES),High Needs,Students With High Needs,699,0.8723,,,,,"41.749194, -72.643815005)"
Capitol Region Education Council,,All Students,9653,0.8912,7771.0,0.9086,7606.0,0.9305,"41.801055014, -72.820590014)"
Capitol Region Education Council,Homelessness,Students Experiencing Homelessness,51,0.7753,43.0,0.7929,61.0,0.8775,"41.801055014, -72.820590014)"
Capitol Region Education Council,Students With Disabilities,Students With Disabilities,1981,0.8738,1537.0,0.8857,1538.0,0.911,"41.801055014, -72.820590014)"
Capitol Region Education Council,Free/Reduced Lunch,Free Meal Eligible,5448,0.8706,4248.0,0.8801,4156.0,0.9181,"41.801055014, -72.820590014)"
Capitol Region Education Council,Free/Reduced Lunch,Reduced Price Meal Eligible,1012,0.9106,873.0,0.923,673.0,0.9433,"41.801055014, -72.820590014)"
Capitol Region Education Council,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,6460,0.8767,5121.0,0.8875,4829.0,0.9216,"41.801055014, -72.820590014)"
Capitol Region Education Council,English Learners,English Learners,812,0.8827,668.0,0.8823,640.0,0.9267,"41.801055014, -72.820590014)"
Capitol Region Education Council,Race/Ethnicity,All other races,978,0.9104,813.0,0.9464,788.0,0.9404,"41.801055014, -72.820590014)"
Capitol Region Education Council,Race/Ethnicity,Black or African American,3174,0.8964,2380.0,0.8988,2280.0,0.933,"41.801055014, -72.820590014)"
Capitol Region Education Council,Race/Ethnicity,Hispanic/Latino of any race,4073,0.8739,3177.0,0.8897,2960.0,0.9198,"41.801055014, -72.820590014)"
Capitol Region Education Council,Race/Ethnicity,White,1428,0.914,1401.0,0.9465,1578.0,0.9419,"41.801055014, -72.820590014)"
Capitol Region Education Council,High Needs,Students Without High Needs,2577,0.9243,2117.0,0.9537,2237.0,0.9496,"41.801055014, -72.820590014)"
Capitol Region Education Council,High Needs,Students With High Needs,7062,0.879,5653.0,0.8917,5369.0,0.9225,"41.801055014, -72.820590014)"
EdAdvance,,All Students,125,0.7785,80.0,0.7729,93.0,0.8696,"41.764032986, -73.198454004)"
EdAdvance,Students With Disabilities,Students With Disabilities,99,0.7745,,,,,"41.764032986, -73.198454004)"
EdAdvance,Free/Reduced Lunch,Free Meal Eligible,72,0.7231,,,,,"41.764032986, -73.198454004)"
EdAdvance,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,78,0.7254,38.0,0.6882,39.0,0.8196,"41.764032986, -73.198454004)"
EdAdvance,Race/Ethnicity,Hispanic/Latino of any race,27,0.7334,,,25.0,0.7871,"41.764032986, -73.198454004)"
EdAdvance,Race/Ethnicity,White,77,0.7826,50.0,0.8025,56.0,0.9043,"41.764032986, -73.198454004)"
Cooperative Educational Services,,All Students,686,0.9004,674.0,0.9083,682.0,0.9307,"41.204181208, -73.160332774)"
Cooperative Educational Services,Students With Disabilities,Students With Disabilities,323,0.8691,327.0,0.8775,345.0,0.9071,"41.204181208, -73.160332774)"
Cooperative Educational Services,Free/Reduced Lunch,Free Meal Eligible,169,0.8614,229.0,0.8768,248.0,0.9063,"41.204181208, -73.160332774)"
Cooperative Educational Services,Free/Reduced Lunch,Reduced Price Meal Eligible,82,0.9141,55.0,0.9098,66.0,0.9396,"41.204181208, -73.160332774)"
Cooperative Educational Services,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,251,0.8789,284.0,0.8834,314.0,0.9135,"41.204181208, -73.160332774)"
Cooperative Educational Services,English Learners,English Learners,36,0.9205,35.0,0.9243,38.0,0.9302,"41.204181208, -73.160332774)"
Cooperative Educational Services,Race/Ethnicity,All other races,79,0.8913,65.0,0.9148,71.0,0.9506,"41.204181208, -73.160332774)"
Cooperative Educational Services,Race/Ethnicity,Black or African American,150,0.9049,149.0,0.9111,158.0,0.9373,"41.204181208, -73.160332774)"
Cooperative Educational Services,Race/Ethnicity,Hispanic/Latino of any race,253,0.8955,245.0,0.911,236.0,0.9297,"41.204181208, -73.160332774)"
Cooperative Educational Services,Race/Ethnicity,White,204,0.9066,215.0,0.9013,217.0,0.9205,"41.204181208, -73.160332774)"
Cooperative Educational Services,High Needs,Students Without High Needs,232,0.9309,201.0,0.9505,173.0,0.964,"41.204181208, -73.160332774)"
Cooperative Educational Services,High Needs,Students With High Needs,448,0.8842,468.0,0.8898,509.0,0.9192,"41.204181208, -73.160332774)"
Area Cooperative Educational Services,,All Students,1759,0.85,1812.0,0.7996,1810.0,0.9216,"41.396952985, -72.836261994)"
Area Cooperative Educational Services,Students With Disabilities,Students With Disabilities,748,0.8085,764.0,0.7541,780.0,0.8869,"41.396952985, -72.836261994)"
Area Cooperative Educational Services,Free/Reduced Lunch,Free Meal Eligible,913,0.8157,953.0,0.7614,965.0,0.911,"41.396952985, -72.836261994)"
Area Cooperative Educational Services,Free/Reduced Lunch,Reduced Price Meal Eligible,139,0.8749,117.0,0.8346,133.0,0.9565,"41.396952985, -72.836261994)"
Area Cooperative Educational Services,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1052,0.8236,1070.0,0.7695,1098.0,0.9166,"41.396952985, -72.836261994)"
Area Cooperative Educational Services,English Learners,English Learners,103,0.8423,139.0,0.7901,123.0,0.9276,"41.396952985, -72.836261994)"
Area Cooperative Educational Services,Race/Ethnicity,All other races,147,0.8475,167.0,0.8242,154.0,0.9311,"41.396952985, -72.836261994)"
Area Cooperative Educational Services,Race/Ethnicity,Black or African American,594,0.8456,560.0,0.7958,579.0,0.9099,"41.396952985, -72.836261994)"
Area Cooperative Educational Services,Race/Ethnicity,Hispanic/Latino of any race,588,0.8351,681.0,0.7845,652.0,0.9227,"41.396952985, -72.836261994)"
Area Cooperative Educational Services,Race/Ethnicity,White,430,0.877,404.0,0.8204,425.0,0.9321,"41.396952985, -72.836261994)"
Area Cooperative Educational Services,High Needs,Students Without High Needs,437,0.901,424.0,0.8791,344.0,0.9544,"41.396952985, -72.836261994)"
Area Cooperative Educational Services,High Needs,Students With High Needs,1315,0.8331,1379.0,0.7746,1466.0,0.9138,"41.396952985, -72.836261994)"
Learn,,All Students,975,0.9085,2018.0,0.894,1994.0,0.9428,"41.358791018, -72.10000903)"
Learn,Students With Disabilities,Students With Disabilities,190,0.8948,355.0,0.8534,372.0,0.9277,"41.358791018, -72.10000903)"
Learn,Free/Reduced Lunch,Free Meal Eligible,442,0.8839,1055.0,0.855,1062.0,0.9303,"41.358791018, -72.10000903)"
Learn,Free/Reduced Lunch,Reduced Price Meal Eligible,82,0.9074,255.0,0.9036,186.0,0.9572,"41.358791018, -72.10000903)"
Learn,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,524,0.8876,1310.0,0.8646,1248.0,0.9343,"41.358791018, -72.10000903)"
Learn,English Learners,English Learners,83,0.8881,211.0,0.8409,249.0,0.935,"41.358791018, -72.10000903)"
Learn,Race/Ethnicity,All other races,155,0.9049,234.0,0.9214,230.0,0.9492,"41.358791018, -72.10000903)"
Learn,Race/Ethnicity,Black or African American,98,0.9077,353.0,0.8636,323.0,0.9491,"41.358791018, -72.10000903)"
Learn,Race/Ethnicity,Hispanic/Latino of any race,333,0.8984,839.0,0.8693,820.0,0.93,"41.358791018, -72.10000903)"
Learn,Race/Ethnicity,White,389,0.9188,592.0,0.9366,621.0,0.9542,"41.358791018, -72.10000903)"
Learn,High Needs,Students Without High Needs,372,0.9353,599.0,0.9513,624.0,0.9591,"41.358791018, -72.10000903)"
Learn,High Needs,Students With High Needs,602,0.8919,1418.0,0.8697,1370.0,0.9354,"41.358791018, -72.10000903)"
Eastern Connecticut Regional Educational Service Center (EASTCONN),,All Students,386,0.8273,428.0,0.8082,487.0,0.9082,"41.71231899, -72.216084978)"
Eastern Connecticut Regional Educational Service Center (EASTCONN),Students With Disabilities,Students With Disabilities,159,0.8315,191.0,0.8356,208.0,0.909,"41.71231899, -72.216084978)"
Eastern Connecticut Regional Educational Service Center (EASTCONN),Free/Reduced Lunch,Free/Reduced Price Meal Eligible,155,0.7988,230.0,0.7772,253.0,0.892,"41.71231899, -72.216084978)"
Eastern Connecticut Regional Educational Service Center (EASTCONN),Race/Ethnicity,Hispanic/Latino of any race,70,0.8162,86.0,0.7716,105.0,0.8879,"41.71231899, -72.216084978)"
Eastern Connecticut Regional Educational Service Center (EASTCONN),Race/Ethnicity,White,273,0.8346,289.0,0.8236,326.0,0.9171,"41.71231899, -72.216084978)"
Eastern Connecticut Regional Educational Service Center (EASTCONN),High Needs,Students Without High Needs,154,0.8412,118.0,0.84,143.0,0.9276,"41.71231899, -72.216084978)"
Eastern Connecticut Regional Educational Service Center (EASTCONN),High Needs,Students With High Needs,230,0.8203,309.0,0.7958,344.0,0.9001,"41.71231899, -72.216084978)"
Jumoke Academy District,,All Students,596,0.9087,639.0,0.936,625.0,0.9401,"41.77112701, -72.697997975)"
Jumoke Academy District,Students With Disabilities,Students With Disabilities,45,0.906,47.0,0.9467,39.0,0.948,"41.77112701, -72.697997975)"
Jumoke Academy District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,108,0.9219,159.0,0.9548,223.0,0.95,"41.77112701, -72.697997975)"
Jumoke Academy District,Race/Ethnicity,Black or African American,558,0.9104,597.0,0.9378,587.0,0.9411,"41.77112701, -72.697997975)"
Jumoke Academy District,Race/Ethnicity,Hispanic/Latino of any race,26,0.8913,31.0,0.9202,26.0,0.9382,"41.77112701, -72.697997975)"
Jumoke Academy District,High Needs,Students Without High Needs,441,0.906,431.0,0.9284,376.0,0.9338,"41.77112701, -72.697997975)"
Jumoke Academy District,High Needs,Students With High Needs,148,0.9188,196.0,0.9521,249.0,0.9495,"41.77112701, -72.697997975)"
Odyssey Community School District,,All Students,314,0.9353,320.0,0.9599,322.0,0.9525,"41.781791012, -72.550481005)"
Odyssey Community School District,Students With Disabilities,Students With Disabilities,26,0.9137,28.0,0.9236,28.0,0.9575,"41.781791012, -72.550481005)"
Odyssey Community School District,Free/Reduced Lunch,Free Meal Eligible,108,0.9431,100.0,0.9526,110.0,0.9604,"41.781791012, -72.550481005)"
Odyssey Community School District,Free/Reduced Lunch,Reduced Price Meal Eligible,29,0.9546,27.0,0.9291,27.0,0.9525,"41.781791012, -72.550481005)"
Odyssey Community School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,137,0.9456,127.0,0.9476,137.0,0.9588,"41.781791012, -72.550481005)"
Odyssey Community School District,English Learners,English Learners,38,0.9217,37.0,0.9597,47.0,0.9594,"41.781791012, -72.550481005)"
Odyssey Community School District,Race/Ethnicity,All other races,85,0.9095,78.0,0.9707,76.0,0.9357,"41.781791012, -72.550481005)"
Odyssey Community School District,Race/Ethnicity,Black or African American,70,0.9603,71.0,0.9593,72.0,0.9746,"41.781791012, -72.550481005)"
Odyssey Community School District,Race/Ethnicity,Hispanic/Latino of any race,63,0.9269,72.0,0.9427,65.0,0.9507,"41.781791012, -72.550481005)"
Odyssey Community School District,Race/Ethnicity,White,96,0.9462,99.0,0.964,109.0,0.9509,"41.781791012, -72.550481005)"
Odyssey Community School District,High Needs,Students Without High Needs,154,0.9371,167.0,0.9701,151.0,0.9485,"41.781791012, -72.550481005)"
Odyssey Community School District,High Needs,Students With High Needs,159,0.9359,153.0,0.9487,171.0,0.956,"41.781791012, -72.550481005)"
Integrated Day Charter School District,,All Students,317,0.9341,317.0,0.9537,318.0,0.9602,"41.509963, -72.077829005)"
Integrated Day Charter School District,Students With Disabilities,Students With Disabilities,29,0.9324,29.0,0.9545,27.0,0.9627,"41.509963, -72.077829005)"
Integrated Day Charter School District,Free/Reduced Lunch,Free Meal Eligible,140,0.9265,117.0,0.9443,116.0,0.9585,"41.509963, -72.077829005)"
Integrated Day Charter School District,Free/Reduced Lunch,Reduced Price Meal Eligible,34,0.93,28.0,0.9531,36.0,0.9484,"41.509963, -72.077829005)"
Integrated Day Charter School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,174,0.9272,145.0,0.946,152.0,0.9561,"41.509963, -72.077829005)"
Integrated Day Charter School District,English Learners,English Learners,22,0.9424,25.0,0.957,29.0,0.9709,"41.509963, -72.077829005)"
Integrated Day Charter School District,Race/Ethnicity,All other races,80,0.9476,81.0,0.9582,75.0,0.964,"41.509963, -72.077829005)"
Integrated Day Charter School District,Race/Ethnicity,Black or African American,39,0.9384,34.0,0.9447,34.0,0.9587,"41.509963, -72.077829005)"
Integrated Day Charter School District,Race/Ethnicity,Hispanic/Latino of any race,61,0.9189,56.0,0.9355,56.0,0.9514,"41.509963, -72.077829005)"
Integrated Day Charter School District,Race/Ethnicity,White,137,0.9315,146.0,0.9603,153.0,0.9619,"41.509963, -72.077829005)"
Integrated Day Charter School District,High Needs,Students Without High Needs,131,0.9406,151.0,0.9587,146.0,0.962,"41.509963, -72.077829005)"
Integrated Day Charter School District,High Needs,Students With High Needs,186,0.9295,166.0,0.9492,172.0,0.9586,"41.509963, -72.077829005)"
Interdistrict School for Arts and Comm District,,All Students,272,0.927,276.0,0.9592,271.0,0.9512,"41.355702999, -72.098182026)"
Interdistrict School for Arts and Comm District,Students With Disabilities,Students With Disabilities,50,0.9043,53.0,0.9575,48.0,0.9391,"41.355702999, -72.098182026)"
Interdistrict School for Arts and Comm District,Free/Reduced Lunch,Free Meal Eligible,162,0.9121,173.0,0.9512,168.0,0.9466,"41.355702999, -72.098182026)"
Interdistrict School for Arts and Comm District,Free/Reduced Lunch,Reduced Price Meal Eligible,30,0.9427,26.0,0.9565,21.0,0.954,"41.355702999, -72.098182026)"
Interdistrict School for Arts and Comm District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,192,0.9168,199.0,0.9519,189.0,0.9474,"41.355702999, -72.098182026)"
Interdistrict School for Arts and Comm District,English Learners,English Learners,56,0.9245,54.0,0.9578,52.0,0.9511,"41.355702999, -72.098182026)"
Interdistrict School for Arts and Comm District,Race/Ethnicity,Black or African American,42,0.9499,49.0,0.9585,,,"41.355702999, -72.098182026)"
Interdistrict School for Arts and Comm District,Race/Ethnicity,Hispanic/Latino of any race,180,0.9251,173.0,0.9583,168.0,0.9529,"41.355702999, -72.098182026)"
Interdistrict School for Arts and Comm District,High Needs,Students Without High Needs,66,0.9516,62.0,0.978,67.0,0.9601,"41.355702999, -72.098182026)"
Interdistrict School for Arts and Comm District,High Needs,Students With High Needs,206,0.9192,214.0,0.9537,204.0,0.9482,"41.355702999, -72.098182026)"
Common Ground High School District,,All Students,211,0.8321,232.0,0.7854,215.0,0.9365,"41.337869997, -72.959082021)"
Common Ground High School District,Students With Disabilities,Students With Disabilities,52,0.8069,55.0,0.7498,53.0,0.9407,"41.337869997, -72.959082021)"
Common Ground High School District,Free/Reduced Lunch,Free Meal Eligible,122,0.7964,140.0,0.7476,133.0,0.9324,"41.337869997, -72.959082021)"
Common Ground High School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,136,0.7978,152.0,0.7467,142.0,0.9318,"41.337869997, -72.959082021)"
Common Ground High School District,Race/Ethnicity,Black or African American,69,0.834,75.0,0.7805,81.0,0.9327,"41.337869997, -72.959082021)"
Common Ground High School District,Race/Ethnicity,Hispanic/Latino of any race,88,0.8038,97.0,0.7369,87.0,0.9394,"41.337869997, -72.959082021)"
Common Ground High School District,High Needs,Students Without High Needs,57,0.8919,60.0,0.8755,53.0,0.9467,"41.337869997, -72.959082021)"
Common Ground High School District,High Needs,Students With High Needs,154,0.8102,172.0,0.754,162.0,0.9332,"41.337869997, -72.959082021)"
The Bridge Academy District,,All Students,268,0.9387,266.0,0.9343,269.0,0.9414,"41.1840265, -73.184432773)"
The Bridge Academy District,Students With Disabilities,Students With Disabilities,51,0.9255,57.0,0.8814,57.0,0.9223,"41.1840265, -73.184432773)"
The Bridge Academy District,Free/Reduced Lunch,Free Meal Eligible,154,0.93,173.0,0.9214,173.0,0.935,"41.1840265, -73.184432773)"
The Bridge Academy District,Free/Reduced Lunch,Reduced Price Meal Eligible,35,0.9343,33.0,0.9534,39.0,0.9465,"41.1840265, -73.184432773)"
The Bridge Academy District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,189,0.9308,206.0,0.9266,212.0,0.9371,"41.1840265, -73.184432773)"
The Bridge Academy District,Race/Ethnicity,Black or African American,147,0.9423,155.0,0.9287,147.0,0.9414,"41.1840265, -73.184432773)"
The Bridge Academy District,Race/Ethnicity,Hispanic/Latino of any race,117,0.9347,107.0,0.9414,115.0,0.9403,"41.1840265, -73.184432773)"
The Bridge Academy District,High Needs,Students Without High Needs,64,0.9627,51.0,0.9763,48.0,0.9681,"41.1840265, -73.184432773)"
The Bridge Academy District,High Needs,Students With High Needs,204,0.9312,215.0,0.9243,221.0,0.9356,"41.1840265, -73.184432773)"
Side By Side Charter School District,,All Students,211,0.9459,196.0,0.9366,193.0,0.9635,"41.095749351, -73.420200583)"
Side By Side Charter School District,Students With Disabilities,Students With Disabilities,23,0.9374,20.0,0.9266,21.0,0.963,"41.095749351, -73.420200583)"
Side By Side Charter School District,Free/Reduced Lunch,Free Meal Eligible,95,0.9456,84.0,0.9144,94.0,0.9662,"41.095749351, -73.420200583)"
Side By Side Charter School District,Free/Reduced Lunch,Reduced Price Meal Eligible,22,0.9232,34.0,0.9382,24.0,0.9642,"41.095749351, -73.420200583)"
Side By Side Charter School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,117,0.9413,118.0,0.9213,118.0,0.9658,"41.095749351, -73.420200583)"
Side By Side Charter School District,English Learners,English Learners,32,0.9553,28.0,0.881,21.0,0.9677,"41.095749351, -73.420200583)"
Side By Side Charter School District,Race/Ethnicity,Black or African American,59,0.9472,52.0,0.9326,57.0,0.9656,"41.095749351, -73.420200583)"
Side By Side Charter School District,Race/Ethnicity,Hispanic/Latino of any race,116,0.9454,110.0,0.936,104.0,0.9634,"41.095749351, -73.420200583)"
Side By Side Charter School District,High Needs,Students Without High Needs,80,0.9498,68.0,0.9636,65.0,0.9569,"41.095749351, -73.420200583)"
Side By Side Charter School District,High Needs,Students With High Needs,131,0.9433,128.0,0.9223,128.0,0.9669,"41.095749351, -73.420200583)"
Explorations District,,All Students,87,0.8612,81.0,0.8743,84.0,0.9085,"41.92940102, -73.076216016)"
Explorations District,Students With Disabilities,Students With Disabilities,24,0.8143,29.0,0.8593,29.0,0.8923,"41.92940102, -73.076216016)"
Explorations District,Free/Reduced Lunch,Free Meal Eligible,48,0.8418,49.0,0.8557,53.0,0.9116,"41.92940102, -73.076216016)"
Explorations District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,57,0.8489,56.0,0.8669,60.0,0.9189,"41.92940102, -73.076216016)"
Explorations District,Race/Ethnicity,White,73,0.8741,65.0,0.8862,69.0,0.9215,"41.92940102, -73.076216016)"
Explorations District,High Needs,Students Without High Needs,24,0.9043,,,,,"41.92940102, -73.076216016)"
Explorations District,High Needs,Students With High Needs,62,0.8453,,,,,"41.92940102, -73.076216016)"
Amistad Academy District,,All Students,1093,0.8832,1122.0,0.9373,1079.0,0.9581,"41.311102012, -72.93790003)"
Amistad Academy District,Students With Disabilities,Students With Disabilities,98,0.8664,99.0,0.9211,83.0,0.9374,"41.311102012, -72.93790003)"
Amistad Academy District,Free/Reduced Lunch,Free Meal Eligible,640,0.871,692.0,0.9181,718.0,0.9534,"41.311102012, -72.93790003)"
Amistad Academy District,Free/Reduced Lunch,Reduced Price Meal Eligible,71,0.9067,122.0,0.9636,87.0,0.9626,"41.311102012, -72.93790003)"
Amistad Academy District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,711,0.8746,814.0,0.9249,805.0,0.9544,"41.311102012, -72.93790003)"
Amistad Academy District,English Learners,English Learners,132,0.9076,104.0,0.9473,108.0,0.9698,"41.311102012, -72.93790003)"
Amistad Academy District,Race/Ethnicity,Black or African American,656,0.8793,693.0,0.9308,673.0,0.9573,"41.311102012, -72.93790003)"
Amistad Academy District,Race/Ethnicity,Hispanic/Latino of any race,395,0.8899,394.0,0.9491,368.0,0.9617,"41.311102012, -72.93790003)"
Amistad Academy District,High Needs,Students Without High Needs,300,0.8979,261.0,0.9702,240.0,0.9683,"41.311102012, -72.93790003)"
Amistad Academy District,High Needs,Students With High Needs,789,0.8775,860.0,0.9273,839.0,0.9551,"41.311102012, -72.93790003)"
New Beginnings Inc Family Academy District,,All Students,389,0.9102,430.0,0.8044,418.0,0.9468,"41.169461934, -73.198630046)"
New Beginnings Inc Family Academy District,Students With Disabilities,Students With Disabilities,30,0.9077,43.0,0.8068,49.0,0.9446,"41.169461934, -73.198630046)"
New Beginnings Inc Family Academy District,Free/Reduced Lunch,Free Meal Eligible,338,0.912,309.0,0.8021,337.0,0.9466,"41.169461934, -73.198630046)"
New Beginnings Inc Family Academy District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,345,0.9116,339.0,0.8004,373.0,0.9461,"41.169461934, -73.198630046)"
New Beginnings Inc Family Academy District,Race/Ethnicity,Black or African American,215,0.9182,261.0,0.809,256.0,0.95,"41.169461934, -73.198630046)"
New Beginnings Inc Family Academy District,Race/Ethnicity,Hispanic/Latino of any race,161,0.8982,157.0,0.7936,140.0,0.9406,"41.169461934, -73.198630046)"
New Beginnings Inc Family Academy District,High Needs,Students Without High Needs,39,0.8944,82.0,0.8168,40.0,0.9544,"41.169461934, -73.198630046)"
New Beginnings Inc Family Academy District,High Needs,Students With High Needs,347,0.9117,348.0,0.8015,378.0,0.9459,"41.169461934, -73.198630046)"
Park City Prep Charter School District,,All Students,334,0.9393,339.0,0.9239,353.0,0.959,"41.169699012, -73.212367964)"
Park City Prep Charter School District,Students With Disabilities,Students With Disabilities,28,0.9501,31.0,0.9132,33.0,0.9365,"41.169699012, -73.212367964)"
Park City Prep Charter School District,Free/Reduced Lunch,Free Meal Eligible,218,0.9378,222.0,0.9165,242.0,0.9569,"41.169699012, -73.212367964)"
Park City Prep Charter School District,Free/Reduced Lunch,Reduced Price Meal Eligible,35,0.9516,37.0,0.9455,49.0,0.9617,"41.169699012, -73.212367964)"
Park City Prep Charter School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,253,0.9397,259.0,0.9207,291.0,0.9577,"41.169699012, -73.212367964)"
Park City Prep Charter School District,English Learners,English Learners,28,0.9484,29.0,0.9421,27.0,0.9601,"41.169699012, -73.212367964)"
Park City Prep Charter School District,Race/Ethnicity,Black or African American,157,0.9459,156.0,0.9269,152.0,0.9637,"41.169699012, -73.212367964)"
Park City Prep Charter School District,Race/Ethnicity,Hispanic/Latino of any race,146,0.931,154.0,0.9169,173.0,0.9538,"41.169699012, -73.212367964)"
Park City Prep Charter School District,High Needs,Students Without High Needs,63,0.9327,64.0,0.9305,55.0,0.9649,"41.169699012, -73.212367964)"
Park City Prep Charter School District,High Needs,Students With High Needs,270,0.9407,275.0,0.9224,298.0,0.9579,"41.169699012, -73.212367964)"
Achievement First Bridgeport Academy District,,All Students,1064,0.8728,1119.0,0.9413,1082.0,0.9598,"41.313263998, -72.904276025)"
Achievement First Bridgeport Academy District,Students With Disabilities,Students With Disabilities,96,0.8503,105.0,0.9236,107.0,0.9519,"41.313263998, -72.904276025)"
Achievement First Bridgeport Academy District,Free/Reduced Lunch,Free Meal Eligible,518,0.8583,668.0,0.9286,683.0,0.9558,"41.313263998, -72.904276025)"
Achievement First Bridgeport Academy District,Free/Reduced Lunch,Reduced Price Meal Eligible,62,0.8926,95.0,0.9562,95.0,0.9672,"41.313263998, -72.904276025)"
Achievement First Bridgeport Academy District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,580,0.862,763.0,0.9321,778.0,0.9572,"41.313263998, -72.904276025)"
Achievement First Bridgeport Academy District,English Learners,English Learners,137,0.8907,128.0,0.9384,145.0,0.9619,"41.313263998, -72.904276025)"
Achievement First Bridgeport Academy District,Race/Ethnicity,Black or African American,570,0.8816,595.0,0.9445,583.0,0.9622,"41.313263998, -72.904276025)"
Achievement First Bridgeport Academy District,Race/Ethnicity,Hispanic/Latino of any race,457,0.8622,498.0,0.9371,473.0,0.9564,"41.313263998, -72.904276025)"
Achievement First Bridgeport Academy District,High Needs,Students Without High Needs,394,0.8853,292.0,0.9638,243.0,0.967,"41.313263998, -72.904276025)"
Achievement First Bridgeport Academy District,High Needs,Students With High Needs,662,0.8665,824.0,0.9336,839.0,0.9577,"41.313263998, -72.904276025)"
Highville Charter School District,,All Students,405,0.8807,366.0,0.9455,371.0,0.9476,"41.323449016, -72.926086994)"
Highville Charter School District,Students With Disabilities,Students With Disabilities,34,0.8784,22.0,0.9513,24.0,0.9413,"41.323449016, -72.926086994)"
Highville Charter School District,Free/Reduced Lunch,Free Meal Eligible,252,0.869,210.0,0.9326,209.0,0.9404,"41.323449016, -72.926086994)"
Highville Charter School District,Free/Reduced Lunch,Reduced Price Meal Eligible,46,0.8921,29.0,0.9345,46.0,0.9745,"41.323449016, -72.926086994)"
Highville Charter School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,298,0.8725,239.0,0.9329,255.0,0.9467,"41.323449016, -72.926086994)"
Highville Charter School District,Race/Ethnicity,Black or African American,345,0.8811,331.0,0.9446,340.0,0.9482,"41.323449016, -72.926086994)"
Highville Charter School District,Race/Ethnicity,Hispanic/Latino of any race,46,0.8871,26.0,0.9571,,,"41.323449016, -72.926086994)"
